"No.","Query","Kategori Query","Rank","Article ID","Kategori Artikel","Judul Artikel","Abstrak","Similarity Score","Threshold Awal","Evaluator 1","Evaluator 2","Evaluator 3","Label Final","Status Final","Catatan Evaluator"
"180","mobile application","Mobile Application","15","199","web application","From prompt injections to sql injection attacks: How protected is your llm-integrated web application?","… If an application remains vulnerable to these threats, the … -integrated applications, and what
is their impact on application security? To study this question, we focus on web applications …","0,164218","0","0","0","1","0","Tidak Relevan",""
"181","mobile application","Mobile Application","16","143","mobile application","What works best to engage participants in mobile app interventions and e-health: a scoping review","… articles that featured the terms engagement, mobile app/mobile health, and adult. After
applying … the shift toward mobile interventions and the benefits of using mobile apps, this review …","0,157669","0","1","0","1","1","Relevan",""
"182","mobile application","Mobile Application","17","127","mobile application","A survey of performance optimization for mobile applications","… Finally, we explain how the function and performance of mobile applications can affect
users. 2.1 Mobile Devices Mobile devices are embedded systems that consist of hardware and …","0,155037","0","1","0","1","1","Relevan",""
"183","mobile application","Mobile Application","18","101","mobile application","Tren pengembangan aplikasi mobile: Sebuah tinjauan literatur","… Pengembangan teknologi terhadap tren aplikasi mobile … tentang tren pengembangan
aplikasi mobile ini. Tujuan dari … digunakan dalam pengembangan aplikasi mobile di Indonesia …","0,149175","0","1","1","1","1","Relevan",""
"184","mobile application","Mobile Application","19","133","mobile application","Determinants of mobile apps adoption among young adults: theoretical extension and analysis","… Mobile applications (apps) are now the most essential part of daily life. In this context, this …
to use mobile apps. b) analyze the factors determining the usage of mobile applications in an …","0,141754","0","1","0","1","1","Relevan",""
"185","mobile application","Mobile Application","20","112","mobile application","Perancangan UI/UX Aplikasi Mobile Produk Fashion Pria pada Toko Celcius di Kota Manado Menggunakan Design Thinking","… Mobile Aplikasi atau kata lainnya disebut aplikasi mobile merupakan aplikasi perangkat
lunak yang di aplikasinya ada di perangkat mobile seperti smartphone, tablet dan lain …","0,140706","0","1","0","1","1","Relevan",""
"186","aplikasi mobile","Mobile Application","1","124","mobile application","Perancangan Ulang UI & UX Menggunakan Metode Design Thinking Pada Aplikasi Siakadu Mahasiswa Berbasis Mobile","… yaitu mobile apps / aplikasi mobile. Aplikasi mobile juga biasa disebut dengan mobile
apps, yaitu istilah yang digunakan untuk medeskripsikan aplikasi internet yang berjalan …","0,435222","1","1","1","1","1","Relevan",""
"187","aplikasi mobile","Mobile Application","2","104","mobile application","Peluang Penelitian UI/UX pada Pengembangan Aplikasi Mobile: Systematic literature review","… oleh developer mobile apps [1]. Banyaknya aplikasi mobile yang ada di era digital ini
membuat para pengembang aplikasi mobile giat untuk membuat aplikasi yang menarik dan …","0,420325","1","1","1","1","1","Relevan",""
"188","aplikasi mobile","Mobile Application","3","107","mobile application","Aplikasi Mobile JKN Edukasi Tentang Penggunaan Aplikasi Mobile JKN Pada Pasien Rawat Jalan RSUD Anugerah Tomohon","… kurangnya pengetahuan masyarakat mengenai penggunaan aplikasi Mobile JKN. Selain
itu… , aplikasi Mobile JKN merupakan aplikasi yang dapat digunakan pada smartphone. Aplikasi …","0,384529","1","1","1","1","1","Relevan",""
"189","aplikasi mobile","Mobile Application","4","119","mobile application","Analisis persepsi konsumen terhadap penggunaan aplikasi Mobile JKN","… Pembuatan Aplikasi Mobile JKN ini tujuannya adalah untuk … aplikasi Mobile JKN, tetapi
dalam perjalanan nya masih sangat minim sekali masyarakat yang mengakses aplikasi Mobile …","0,383652","1","1","1","1","1","Relevan",""
"190","aplikasi mobile","Mobile Application","5","112","mobile application","Perancangan UI/UX Aplikasi Mobile Produk Fashion Pria pada Toko Celcius di Kota Manado Menggunakan Design Thinking","… Mobile Aplikasi atau kata lainnya disebut aplikasi mobile merupakan aplikasi perangkat
lunak yang di aplikasinya ada di perangkat mobile seperti smartphone, tablet dan lain …","0,361575","1","1","1","1","1","Relevan",""
"191","aplikasi mobile","Mobile Application","6","103","mobile application","Penerapan metode design thinking dalam perancangan UI/UX aplikasi mobile SIPROPMAWA","… (UI) sistem aplikasi berbasis mobile sangat penting karena hampir semua aplikasi mobile
memiliki … ketika menggunakan aplikasi tersebut. Pengembangan system akan berfokus pada …","0,351319","1","1","1","1","1","Relevan",""
"192","aplikasi mobile","Mobile Application","7","123","mobile application","Analisis Penggunaan Aplikasi Mobile JKN dengan Metode EUCS","… Dengan tingginya penggunaan terhadap aplikasi, maka … mengukur kualitas layanan Aplikasi
Mobile JKN menggunakan … bahwa kualitas layanan aplikasi Mobile JKN berada pada level …","0,347549","1","1","1","1","1","Relevan",""
"193","aplikasi mobile","Mobile Application","8","122","mobile application","Analisis kualitas layanan pada aplikasi Mobile JKN dengan tingkat kepuasan pengguna Mobile JKN BPJS Kesehatan di Kabupaten Demak","… aplikasi mobile JKN dengan kepuasan pengguna mobile … hubungan kualitas layanan aplikasi
mobile JKN dan kepuasan … pada aplikasi mobile JKN dengan kepuasan pengguna mobile …","0,347338","1","1","1","1","1","Relevan",""
"194","aplikasi mobile","Mobile Application","9","121","mobile application","Penggunaan metode heuristic evaluation sebagai analisis evaluasi user interface dan user experience pada aplikasi bca mobile","… mendapatkan peringkat tertinggi dalam kategori aplikasi mobile banking pada … aplikasi
mobile banking lainnya aplikasi BCA Mobile mendapat banyak kritik dari pengguna aplikasi …","0,341318","1","1","1","1","1","Relevan",""
"195","aplikasi mobile","Mobile Application","10","101","mobile application","Tren pengembangan aplikasi mobile: Sebuah tinjauan literatur","… Pengembangan teknologi terhadap tren aplikasi mobile … tentang tren pengembangan
aplikasi mobile ini. Tujuan dari … digunakan dalam pengembangan aplikasi mobile di Indonesia …","0,340745","1","1","1","1","1","Relevan",""
"196","aplikasi mobile","Mobile Application","11","125","mobile application","Analisis Sentimen Ulasan Aplikasi Jamsostek Mobile Menggunakan Metode Support Vector Machine","… aplikasi mobile yang dapat memberi kemudahan bagi masyarakat Indonesia, salah satunya
yaitu JMO. Penelitian ini bertujuan untuk menganalisis kualitas aplikasi … ulasan aplikasi …","0,307331","1","1","1","1","1","Relevan",""
"197","aplikasi mobile","Mobile Application","12","109","mobile application","Tingkat kepuasan masyarakat terhadap pendaftaran online pada aplikasi Mobile JKN","… mudah menggunakan aplikasi, dan puas karena fitur yang ada pada aplikasi lengkap, hal
… ini di analogikan aplikasi dan kelengkapan fitur aplikasi mobile JKN memiliki pengaruh …","0,300594","1","1","1","1","1","Relevan",""
"198","aplikasi mobile","Mobile Application","13","110","mobile application","Perancangan user experience aplikasi mobile Majuli menggunakan metode design thinking","… aplikasi dan memberikan pengalaman yang meningkatkan keuntungan pada bisnis melalui
aplikasi[6]. Pada penelitian ini dilakukan perancangan user experience aplikasi mobile …","0,298612","0","1","0","1","1","Relevan",""
"199","aplikasi mobile","Mobile Application","14","113","mobile application","Pengembangan Aplikasi Kasir Mobile Yang Efisien","… Untuk membuat aplikasi mobile diperlukan penggunaan flutter. Flutter adalah SDK yang
dikembangkan oleh Google untuk membangun aplikasi mobile yang memiliki kinerja tinggi dan …","0,297284","0","1","1","1","1","Relevan",""
"200","aplikasi mobile","Mobile Application","15","115","mobile application","Aplikasi Mobile JKN untuk Memudahkan Akses Pelayanan BPJS","… penggunaan aplikasi di smart phone melalui aplikasi mobile JKN, penyedia layanan aplikasi
JKN telah … Fitur-fitur aplikasi mobile tersebut terdiri atas; (1). Fitur Peserta adalah fitur yang …","0,289336","0","1","1","1","1","Relevan",""
"201","aplikasi mobile","Mobile Application","16","108","mobile application","Efektivitas penggunaan aplikasi mobile jkn dalam mengurangi antrian","… mobile JKN sudah efektif atau belum. Tujuan penelitian ini untuk mengetahui penggunaan
aplikasi mobile JKN dan bagaimana efektivitas penggunaan aplikasi tersebut di Kantor …","0,279628","0","1","1","1","1","Relevan",""
"202","aplikasi mobile","Mobile Application","17","117","mobile application","Analisis Sentimen Berbasis Aspek pada Aplikasi Mobile Menggunakan Naïve Bayes berdasarkan Ulasan Pengguna Playstore (Studi Kasus: Jconnect Mobile)","… aplikasi JConnect Mobile. Ulasan dari pengguna dapat dimanfaatkan sebagai sumber untuk
melakukan peningkatan aplikasi… pengguna terhadap aplikasi JConnect Mobile di playstore. …","0,278368","0","1","1","1","1","Relevan",""
"203","aplikasi mobile","Mobile Application","18","118","mobile application","Persepsi manfaat kemudahan terhadap niat dalam penggunaan aplikasi mobile banking","… terhadap adopsi aplikasi mobile banking berdasarkan kajian … memengaruhi niat penggunaan
aplikasi mobile banking. … niat perilaku pengguna terhadap aplikasi mobile banking. …","0,269971","0","1","1","1","1","Relevan",""
"204","aplikasi mobile","Mobile Application","19","120","mobile application","Analisis kualitas pelayanan aplikasi mobile JKN BPJS kesehatan menggunakan metode service quality (servqual)","… Populasi penelitian ini adalah peserta BPJS Kesehatan yang menggunakan aplikasi mobile
JKN. Adapun jumlah pengguna aplikasi mobile JKN di seluruh Indonesia saat ini sebanyak …","0,250142","0","1","0","1","1","Relevan",""
"205","aplikasi mobile","Mobile Application","20","116","mobile application","Aplikasi pembelajaran ilmu tajwid berbasis mobile","… Tujuan dari penelitian ini adalah membuat aplikasi … Aplikasi pembelajaran ilmu tajwid
dirancang berdasarkan … Pengujian menggunakan metode black box testing menunjukan aplikasi …","0,218443","0","1","1","1","1","Relevan",""
"206","aplikasi android","Mobile Application","1","158","web application","Pengembangan Aplikasi Berbasis Web dan Android Sebagai Penunjang Kerja di Indonesia: Systematic Literature Review","… aplikasi digunakan di Indonesia untuk mendukung kegiatan baik pemerintah maupun swasta.
Makalah jurnal yang mencakup pembuatan aplikasi berbasis web … aplikasi berbasis web …","0,31754","1","0","1","1","1","Relevan",""
"207","aplikasi android","Mobile Application","2","107","mobile application","Aplikasi Mobile JKN Edukasi Tentang Penggunaan Aplikasi Mobile JKN Pada Pasien Rawat Jalan RSUD Anugerah Tomohon","… kurangnya pengetahuan masyarakat mengenai penggunaan aplikasi Mobile JKN. Selain
itu… , aplikasi Mobile JKN merupakan aplikasi yang dapat digunakan pada smartphone. Aplikasi …","0,078277","0","1","0","1","1","Relevan",""
"208","aplikasi android","Mobile Application","3","109","mobile application","Tingkat kepuasan masyarakat terhadap pendaftaran online pada aplikasi Mobile JKN","… mudah menggunakan aplikasi, dan puas karena fitur yang ada pada aplikasi lengkap, hal
… ini di analogikan aplikasi dan kelengkapan fitur aplikasi mobile JKN memiliki pengaruh …","0,072846","0","1","0","1","1","Relevan",""
"209","aplikasi android","Mobile Application","4","157","web application","Rancang bangun aplikasi penjualan online berbasis web menggunakan metode scrum","… aplikasi ini juga tidak banyak. Tujuan dari penelitian ini adalah untuk merancang dan
membangun aplikasi penjualan online berbasis web … Hasil penelitian ini adalah sebuah aplikasi …","0,072089","0","0","0","1","0","Tidak Relevan",""
"210","aplikasi android","Mobile Application","5","104","mobile application","Peluang Penelitian UI/UX pada Pengembangan Aplikasi Mobile: Systematic literature review","… oleh developer mobile apps [1]. Banyaknya aplikasi mobile yang ada di era digital ini
membuat para pengembang aplikasi mobile giat untuk membuat aplikasi yang menarik dan …","0,071303","0","1","0","1","1","Relevan",""
"211","aplikasi android","Mobile Application","6","125","mobile application","Analisis Sentimen Ulasan Aplikasi Jamsostek Mobile Menggunakan Metode Support Vector Machine","… aplikasi mobile yang dapat memberi kemudahan bagi masyarakat Indonesia, salah satunya
yaitu JMO. Penelitian ini bertujuan untuk menganalisis kualitas aplikasi … ulasan aplikasi …","0,069514","0","1","1","1","1","Relevan",""
"212","aplikasi android","Mobile Application","7","112","mobile application","Perancangan UI/UX Aplikasi Mobile Produk Fashion Pria pada Toko Celcius di Kota Manado Menggunakan Design Thinking","… Mobile Aplikasi atau kata lainnya disebut aplikasi mobile merupakan aplikasi perangkat
lunak yang di aplikasinya ada di perangkat mobile seperti smartphone, tablet dan lain …","0,068152","0","1","0","1","1","Relevan",""
"213","aplikasi android","Mobile Application","8","103","mobile application","Penerapan metode design thinking dalam perancangan UI/UX aplikasi mobile SIPROPMAWA","… (UI) sistem aplikasi berbasis mobile sangat penting karena hampir semua aplikasi mobile
memiliki … ketika menggunakan aplikasi tersebut. Pengembangan system akan berfokus pada …","0,068111","0","1","0","1","1","Relevan",""
"214","aplikasi android","Mobile Application","9","110","mobile application","Perancangan user experience aplikasi mobile Majuli menggunakan metode design thinking","… aplikasi dan memberikan pengalaman yang meningkatkan keuntungan pada bisnis melalui
aplikasi[6]. Pada penelitian ini dilakukan perancangan user experience aplikasi mobile …","0,067542","0","1","1","1","1","Relevan",""
"215","aplikasi android","Mobile Application","10","123","mobile application","Analisis Penggunaan Aplikasi Mobile JKN dengan Metode EUCS","… Dengan tingginya penggunaan terhadap aplikasi, maka … mengukur kualitas layanan Aplikasi
Mobile JKN menggunakan … bahwa kualitas layanan aplikasi Mobile JKN berada pada level …","0,06738","0","1","1","1","1","Relevan",""
"216","aplikasi android","Mobile Application","11","124","mobile application","Perancangan Ulang UI & UX Menggunakan Metode Design Thinking Pada Aplikasi Siakadu Mahasiswa Berbasis Mobile","… yaitu mobile apps / aplikasi mobile. Aplikasi mobile juga biasa disebut dengan mobile
apps, yaitu istilah yang digunakan untuk medeskripsikan aplikasi internet yang berjalan …","0,065627","0","1","0","1","1","Relevan",""
"217","aplikasi android","Mobile Application","12","119","mobile application","Analisis persepsi konsumen terhadap penggunaan aplikasi Mobile JKN","… Pembuatan Aplikasi Mobile JKN ini tujuannya adalah untuk … aplikasi Mobile JKN, tetapi
dalam perjalanan nya masih sangat minim sekali masyarakat yang mengakses aplikasi Mobile …","0,065082","0","1","0","1","1","Relevan",""
"218","aplikasi android","Mobile Application","13","121","mobile application","Penggunaan metode heuristic evaluation sebagai analisis evaluasi user interface dan user experience pada aplikasi bca mobile","… mendapatkan peringkat tertinggi dalam kategori aplikasi mobile banking pada … aplikasi
mobile banking lainnya aplikasi BCA Mobile mendapat banyak kritik dari pengguna aplikasi …","0,064334","0","1","0","1","1","Relevan",""
"219","aplikasi android","Mobile Application","14","167","web application","Implementasi Aplikasi Kasir Berbasis Web pada Toko Ghafya Fruits Shop","… Web adalah suatu layanan atau kumpulan halaman yang berisi informasi, iklan, serta program
aplikasi yang … adalah sebuah aplikasi pendukung untuk membuka software aplikasi web …","0,063729","0","0","0","1","0","Tidak Relevan",""
"220","aplikasi android","Mobile Application","15","155","web application","Analisis Keretanan Website Dengan Aplikasi Owasp Zap","… dirancang khusus untuk menguji aplikasi web dan fleksibel serta dapat … dan aplikasi web
sehingga dapat mencegat dan memeriksa pesan yang dikirim antara browser dan aplikasi web…","0,063609","0","0","0","1","0","Tidak Relevan",""
"221","aplikasi android","Mobile Application","16","115","mobile application","Aplikasi Mobile JKN untuk Memudahkan Akses Pelayanan BPJS","… penggunaan aplikasi di smart phone melalui aplikasi mobile JKN, penyedia layanan aplikasi
JKN telah … Fitur-fitur aplikasi mobile tersebut terdiri atas; (1). Fitur Peserta adalah fitur yang …","0,061353","0","1","0","0","0","Tidak Relevan",""
"222","aplikasi android","Mobile Application","17","164","web application","Penerapan Metode Waterfall Pada Aplikasi Reservasi Lapangan Futsal Berbasis Web","… Hasil dari penelitian ini berupa sebuah aplikasi berbasis web yang … Aplikasi yang telah
dibuat dapat berjalan dengan baik. Kata Kunci: Aplikasi; Black Box; Penjadwalan; Waterfall; Web …","0,060513","0","0","0","0","0","Tidak Relevan",""
"223","aplikasi android","Mobile Application","18","116","mobile application","Aplikasi pembelajaran ilmu tajwid berbasis mobile","… Tujuan dari penelitian ini adalah membuat aplikasi … Aplikasi pembelajaran ilmu tajwid
dirancang berdasarkan … Pengujian menggunakan metode black box testing menunjukan aplikasi …","0,05929","0","1","1","1","1","Relevan",""
"224","aplikasi android","Mobile Application","19","101","mobile application","Tren pengembangan aplikasi mobile: Sebuah tinjauan literatur","… Pengembangan teknologi terhadap tren aplikasi mobile … tentang tren pengembangan
aplikasi mobile ini. Tujuan dari … digunakan dalam pengembangan aplikasi mobile di Indonesia …","0,057804","0","1","1","1","1","Relevan",""
"225","aplikasi android","Mobile Application","20","172","web application","Perancangan sistem aplikasi penjualan dan layanan jasa laundry sepatu berbasis website","… sesuai dengan tujuan pembuatan aplikasi tersebut, aplikasi mempunyai arti yaitu pemecahan
… dalam pembangunan aplikasi pelayanan jasa Laundry pada ShoesLab berbasis web. …","0,05432","0","0","1","0","0","Tidak Relevan",""
