id,title,abstract,authors,year,source,category,pdf_url,url,scrape_status,cleaned_text
108,Counterattacking cyber threats: A framework for the future of cybersecurity,"… for organizational security. This article presents a comprehensive framework that aims to
shape the future of cyber security. This framework responds to the complexities of modern cyber …","MF Safitra, M Lubis, H Fakhrurroja",2023,Sustainability,cyber security,https://www.mdpi.com/2071-1050/15/18/13369,https://www.mdpi.com/2071-1050/15/18/13369,pdf_failed,counterattacking cyber threats framework for the future of cybersecurity for organizational security this article presents comprehensive framework that aims to shape the future of cyber security this framework responds to the complexities of modern cyber
109,Cyber governance studies in ensuring cybersecurity: an overview of cybersecurity governance,"… the steps taken against cyber incidents for developed European countries. They also stated
that Turkey has taken steps against cyber incidents by publishing cyber security policies in …","S Savaş, S Karataş",2022,International Cybersecurity Law Review,cyber security,https://pmc.ncbi.nlm.nih.gov/articles/PMC8750646/pdf/43439_2021_Article_45.pdf,https://link.springer.com/article/10.1365/s43439-021-00045-4,pdf_failed,cyber governance studies in ensuring cybersecurity an overview of cybersecurity governance the steps taken against cyber incidents for developed european countries they also stated that turkey has taken steps against cyber incidents by publishing cyber security policies in
110,Cyber security in the age of COVID-19: A timeline and analysis of cyber-crime and cyber-attacks during the pandemic,"… cyber-crime perspective and highlights the range of cyber-attacks experienced globally during
the pandemic. Cyber… reveal the modus-operandi of cyber-attack campaigns. The analysis …","HS Lallie, LA Shepherd, JRC Nurse, A Erola…",2021,… & security,cyber security,https://pmc.ncbi.nlm.nih.gov/articles/PMC9755115/pdf/main.pdf,https://www.sciencedirect.com/science/article/pii/S0167404821000729,pdf_failed,cyber security in the age of covid timeline and analysis of cybercrime and cyberattacks during the pandemic cybercrime perspective and highlights the range of cyberattacks experienced globally during the pandemic cyber reveal the modusoperandi of cyberattack campaigns the analysis
111,Analysis of cyber security knowledge gaps based on cyber security body of knowledge,"… gap between cyber security education and … in cyber security graduates who join the cyber
security workforce. We designed and performed an opinion survey by using the Cyber Security …","C Catal, A Ozcan, E Donmez, A Kasif",2023,Education and Information …,cyber security,https://pmc.ncbi.nlm.nih.gov/articles/PMC9362361/pdf/10639_2022_Article_11261.pdf,https://link.springer.com/article/10.1007/s10639-022-11261-8,pdf_failed,analysis of cyber security knowledge gaps based on cyber security body of knowledge gap between cyber security education and in cyber security graduates who join the cyber security workforce we designed and performed an opinion survey by using the cyber security
112,LLMs for cyber security: New opportunities,"… With the emergence of LLMs, we take a fresh look at cyber security, specifically exploring
and summarizing the potential of LLMs in addressing challenging problems in the security and …","DM Divakaran, ST Peddinti",2024,arXiv preprint arXiv:2404.11338,cyber security,https://arxiv.org/pdf/2404.11338,https://arxiv.org/abs/2404.11338,pdf_downloaded,llms for cyber security new opportunities with the emergence of llms we take fresh look at cyber security specifically exploring and summarizing the potential of llms in addressing challenging problems in the security and
113,Cybersecurity of industrial cyber-physical systems: A review,"… of cybersecurity studies being funded by security companies, research councils, and state
establishments. This allows the rapid development of security … for cyber security research. …","H Kayan, M Nunes, O Rana, P Burnap…",2022,ACM Computing Surveys …,cyber security,https://dl.acm.org/doi/pdf/10.1145/3510410,https://dl.acm.org/doi/abs/10.1145/3510410,pdf_failed,cybersecurity of industrial cyberphysical systems review of cybersecurity studies being funded by security companies research councils and state establishments this allows the rapid development of security for cyber security research
114,"Artificial intelligence in cyber security: Research advances, challenges, and opportunities.","… cyber security mentioned in this paper includes threats from outside2 and within systems (known
as network security … systems, so the goal of cyber security is to protect threats as much …","Z Zhang, H Ning, F Shi, F Farha, Y Xu…",2022,Artificial Intelligence …,cyber security,https://www.researchgate.net/profile/Huansheng-Ning-3/publication/350040089_Artificial_intelligence_in_cyber_security_research_advances_challenges_and_opportunities/links/6937975fa1fd017989063fe1/Artificial-intelligence-in-cyber-security-research-advances-challenges-and-opportunities.pdf,https://www.researchgate.net/profile/Huansheng-Ning-3/publication/350040089_Artificial_intelligence_in_cyber_security_research_advances_challenges_and_opportunities/links/6937975fa1fd017989063fe1/Artificial-intelligence-in-cyber-security-research-advances-challenges-and-opportunities.pdf,pdf_failed,artificial intelligence in cyber security research advances challenges and opportunities cyber security mentioned in this paper includes threats from outside and within systems known as network security systems so the goal of cyber security is to protect threats as much
115,Cyber security: New realities for industry 4.0 and society 5.0,"… the attack surface are also used to automate cybersecurity detection and prevention. …
Using a cybersecurity platform paradigm, in which security teams may simply combine multiple …","A Deshmukh, DS Patil, G Soni…",2023,Handbook of research on …,cyber security,,https://www.igi-global.com/chapter/cyber-security/319875,no_pdf,cyber security new realities for industry and society the attack surface are also used to automate cybersecurity detection and prevention using cybersecurity platform paradigm in which security teams may simply combine multiple
116,Deep reinforcement learning for cyber security,"… , and especially high-dimensional cyber defense problems. This article presents a … for cyber
security. We touch on different vital aspects, including DRL-based security methods for cyber…","TT Nguyen, VJ Reddi",2021,IEEE Transactions on Neural Networks …,cyber security,https://arxiv.org/pdf/1906.05799,https://ieeexplore.ieee.org/abstract/document/9596578/,pdf_downloaded,deep reinforcement learning for cyber security and especially highdimensional cyber defense problems this article presents for cyber security we touch on different vital aspects including drlbased security methods for cyber
117,The role of user behaviour in improving cyber security management,"… to complying with security policies. Second, we discuss kinds of cyber security errors done
by … Third, we discuss individual differences underlying cyber security behaviours in computer …","AA Moustafa, A Bello, A Maurushat",2021,Frontiers in Psychology,cyber security,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2021.561011/full,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2021.561011/full,pdf_failed,the role of user behaviour in improving cyber security management to complying with security policies second we discuss kinds of cyber security errors done by third we discuss individual differences underlying cyber security behaviours in computer
118,Cyber security in New Space: M. Manulis et al.,"… This article analyses past satellite security threats and incidents to assess the motivations and
… Key technology advancements and open issues in the satellite industry related to security …","M Manulis, CP Bridges, R Harrison, V Sekar…",2021,… of Information Security,cyber security,https://link.springer.com/article/10.1007/s10207-020-00503-w,https://link.springer.com/article/10.1007/s10207-020-00503-w,pdf_failed,cyber security in new space manulis et al this article analyses past satellite security threats and incidents to assess the motivations and key technology advancements and open issues in the satellite industry related to security
119,Artificial intelligence-based cyber security in the context of industry 4.0—a survey,"… technology has increased the cyber-attack surface. In this … of cyber criminals, to develop
knowledge for cyber security … based cyber-attacks and to analyze them for deriving cyber security …","AJG De Azambuja, C Plesker, K Schützer, R Anderl…",2023,Electronics,cyber security,https://www.mdpi.com/2079-9292/12/8/1920,https://www.mdpi.com/2079-9292/12/8/1920,pdf_failed,artificial intelligencebased cyber security in the context of industry a survey technology has increased the cyberattack surface in this of cyber criminals to develop knowledge for cyber security based cyberattacks and to analyze them for deriving cyber security
120,"Navigating the cyber security landscape: A comprehensive review of cyber-attacks, emerging trends, and recent developments","… has heightened security concerns in cyberspace. The trend of cyber criminals offering cyber
… of these attacks, emphasizing the need for robust cybersecurity defenses. The landscape of …","MAI Mallick, R Nath",2024,World Scientific News,cyber security,https://worldscientificnews.com/wp-content/uploads/2024/01/WSN-1901-2024-1-69-1.pdf,https://worldscientificnews.com/wp-content/uploads/2024/01/WSN-1901-2024-1-69-1.pdf,pdf_downloaded,navigating the cyber security landscape comprehensive review of cyberattacks emerging trends and recent developments has heightened security concerns in cyberspace the trend of cyber criminals offering cyber of these attacks emphasizing the need for robust cybersecurity defenses the landscape of
121,Evaluating the cyber security readiness of organizations and its influence on performance,"… their cyber security to prevent and combat cyber-attacks, but studies of factors impacting the
cyber security … set of factors influencing the cyber security readiness of organizations and the …","S Hasan, M Ali, S Kurnia, R Thurasamy",2021,Journal of Information Security …,cyber security,,https://www.sciencedirect.com/science/article/pii/S2214212620308656,no_pdf,evaluating the cyber security readiness of organizations and its influence on performance their cyber security to prevent and combat cyberattacks but studies of factors impacting the cyber security set of factors influencing the cyber security readiness of organizations and the
122,Cybersecurity risk,"Based on textual analysis and a comparison of cybersecurity risk disclosures of firms that
were hacked to others that were not, we propose a novel firm-level measure of cybersecurity …","C Florackis, C Louca, R Michaely…",2023,The Review of Financial …,cyber security,https://www.nber.org/system/files/working_papers/w28196/w28196.pdf,https://academic.oup.com/rfs/article-abstract/36/1/351/6585907,pdf_downloaded,cybersecurity risk based on textual analysis and comparison of cybersecurity risk disclosures of firms that were hacked to others that were not we propose novel firmlevel measure of cybersecurity
123,Cyber resilience and cyber security issues of intelligent cloud computing systems,"… It is necessary to provide the cyber security of cloud computing according to the … the cyber
security of this technology is to accurately identify its threats. In this paper, a new cyber security …",F Abdullayeva,2023,Results in Control and Optimization,cyber security,https://www.sciencedirect.com/science/article/pii/S266672072300070X,https://www.sciencedirect.com/science/article/pii/S266672072300070X,pdf_failed,cyber resilience and cyber security issues of intelligent cloud computing systems it is necessary to provide the cyber security of cloud computing according to the the cyber security of this technology is to accurately identify its threats in this paper new cyber security
124,Artificial intelligence in cyber security,"… For security preparation, the instance of a cyber security device specialist is one. This skilled
system enables substantially the collection and instruction of security initiatives to optimize …","R Das, R Sandhane",2021,Journal of Physics: Conference Series,cyber security,https://iopscience.iop.org/article/10.1088/1742-6596/1964/4/042072/pdf,https://iopscience.iop.org/article/10.1088/1742-6596/1964/4/042072/meta,pdf_downloaded,artificial intelligence in cyber security for security preparation the instance of cyber security device specialist is one this skilled system enables substantially the collection and instruction of security initiatives to optimize
125,Role of AI and its impact on the development of cyber security applications,"… its impact on cyber security as well as discuss various applications of AI in cyber security in
detail. … on artificial intelligence and cyber security and how AI has evolved in providing better …","A Anandita Iyer, KS Umadevi",2023,Artificial Intelligence and Cyber Security in …,cyber security,,https://link.springer.com/chapter/10.1007/978-981-99-2115-7_2,no_pdf,role of ai and its impact on the development of cyber security applications its impact on cyber security as well as discuss various applications of ai in cyber security in detail on artificial intelligence and cyber security and how ai has evolved in providing better
126,"Review on cyber-physical and cyber-security system in smart grid: Standards, protocols, constraints, and recommendations","… cyber security principles, standards, and protocols. Finally, we discuss some challenges for
SG cyber-physical systems, cyber-attacks, and cyber security … of the cyber security systems …","MK Hasan, AKMA Habib, Z Shukur, F Ibrahim…",2023,Journal of network and …,cyber security,,https://www.sciencedirect.com/science/article/pii/S1084804522001813,no_pdf,review on cyberphysical and cybersecurity system in smart grid standards protocols constraints and recommendations cyber security principles standards and protocols finally we discuss some challenges for sg cyberphysical systems cyberattacks and cyber security of the cyber security systems
127,Cyber risk and cybersecurity: a systematic review of data availability,"… cybersecurity and cyber risk management with a particular focus on data availability. From a
preliminary search resulting in 5219 cyber … We posit that the lack of available data on cyber …","F Cremer, B Sheehan, M Fortmann…",2022,The Geneva papers …,cyber security,https://pmc.ncbi.nlm.nih.gov/articles/PMC8853293/,https://pmc.ncbi.nlm.nih.gov/articles/PMC8853293/,pdf_failed,cyber risk and cybersecurity systematic review of data availability cybersecurity and cyber risk management with particular focus on data availability from preliminary search resulting in cyber we posit that the lack of available data on cyber
128,"A comprehensive review on cyber-attacks in power systems: Impact analysis, detection, and cyber security","… detection and mitigation of these vulnerable cyber-attacks using advanced computation …
cyber security challenges such as smart meter security, end-users privacy, electricity theft cyber-…","N Tatipatri, SL Arun",2024,IEEe Access,cyber security,https://ieeexplore.ieee.org/iel7/6287639/10380310/10418207.pdf,https://ieeexplore.ieee.org/abstract/document/10418207/,pdf_failed,comprehensive review on cyberattacks in power systems impact analysis detection and cyber security detection and mitigation of these vulnerable cyberattacks using advanced computation cyber security challenges such as smart meter security endusers privacy electricity theft cyber
129,"A comprehensive review of cyber security vulnerabilities, threats, attacks, and solutions","… In summary, cyber security ensures the security of virtual life on cyber networks. The … under
the name of cyber security [4]. The primary purpose of cyber security is to secure the data of …","Ö Aslan, SS Aktuğ, M Ozkan-Okay, AA Yilmaz, E Akin",2023,Electronics,cyber security,https://www.mdpi.com/2079-9292/12/6/1333,https://www.mdpi.com/2079-9292/12/6/1333,pdf_failed,comprehensive review of cyber security vulnerabilities threats attacks and solutions in summary cyber security ensures the security of virtual life on cyber networks the under the name of cyber security the primary purpose of cyber security is to secure the data of
130,"Cyber security techniques, architectures, and design","… Consequently, cyber security is the security of all related networks. It is also related to the
security … concerned spheres where every security is a critical issue, which are discussed below: …","S Rani, A Kataria, M Chauhan",2022,… cryptography in cyber security,cyber security,,https://www.taylorfrancis.com/chapters/edit/10.1201/9781003296034-3/cyber-security-techniques-architectures-design-sita-rani-aman-kataria-meetali-chauhan,no_pdf,cyber security techniques architectures and design consequently cyber security is the security of all related networks it is also related to the security concerned spheres where every security is critical issue which are discussed below
131,Cyber security as a threat to health care,"… Purpose: Cyber security incidents are posing an increasing … vulnerabilities to avoid
cybersecurity incidents. The eight … , which aided in ensuring cybersecurity with facilities and …","A Adebukola, A Navya, F Jordan, N Jenifer…",2022,Journal of Technology …,cyber security,,https://ideas.repec.org/a/bhx/ojtjts/v4y2022i1p32-64id1149.html,no_pdf,cyber security as threat to health care purpose cyber security incidents are posing an increasing vulnerabilities to avoid cybersecurity incidents the eight which aided in ensuring cybersecurity with facilities and
132,The difference between cyber security vs information security,"… differences between cyber security and information security, … of security, which are part of
the umbrella term: cyber security… a difference between cyber security and information security, …","LA Alexei, A Alexei",2022,Journal of Engineering Science,cyber security,https://ibn.idsi.md/sites/default/files/imag_file/72-83_4.pdf,https://ibn.idsi.md/sites/default/files/imag_file/72-83_4.pdf,pdf_downloaded,the difference between cyber security vs information security differences between cyber security and information security of security which are part of the umbrella term cyber security difference between cyber security and information security
133,Internet of things meet internet of threats: New concern cyber security issues of critical cyber infrastructure,"… These impactful incidents clearly show how harmful an IT security breach can be. It is
also evident that the state of the art of cyber security has shifted to another dimension where …","A Djenna, S Harous, DE Saidouni",2021,Applied sciences,cyber security,https://www.mdpi.com/2076-3417/11/10/4580,https://www.mdpi.com/2076-3417/11/10/4580,pdf_failed,internet of things meet internet of threats new concern cyber security issues of critical cyber infrastructure these impactful incidents clearly show how harmful an it security breach can be it is also evident that the state of the art of cyber security has shifted to another dimension where
134,The role of national cybersecurity strategies on the improvement of cybersecurity education,"… the creation of a resilient cybersecurity ecosystem and in supporting cyber sovereignty. This
… Cybersecurity Strategic Plans (NCSPs) and analyzes the associated existing cybersecurity …","S AlDaajeh, H Saleous, S Alrabaee, E Barka…",2022,… & Security,cyber security,https://opus.bibliothek.uni-augsburg.de/opus4/files/117560/117560.pdf,https://www.sciencedirect.com/science/article/pii/S0167404822001493,pdf_downloaded,the role of national cybersecurity strategies on the improvement of cybersecurity education the creation of resilient cybersecurity ecosystem and in supporting cyber sovereignty this cybersecurity strategic plans ncsps and analyzes the associated existing cybersecurity
135,"Generative AI for cyber security: Analyzing the potential of ChatGPT, DALL-E, and other models for enhancing the security space","… cyber security issues. This ability of GAI can also help an organization bridge the gap between
cyber security … understood explanations for various cyber issues and hence helping them …","S Sai, U Yashvardhan, V Chamola, B Sikdar",2024,IEEE access,cyber security,https://ieeexplore.ieee.org/iel7/6287639/6514899/10491270.pdf,https://ieeexplore.ieee.org/abstract/document/10491270/,pdf_failed,generative ai for cyber security analyzing the potential of chatgpt dalle and other models for enhancing the security space cyber security issues this ability of gai can also help an organization bridge the gap between cyber security understood explanations for various cyber issues and hence helping them
136,Cyber security threats: A never-ending challenge for e-commerce,"… This study explores the challenge of cyber security threats that e-commerce technology
and … challenges, and cyber security challenge is one of them. Cyber security concerns have …","X Liu, SF Ahmad, MK Anser, J Ke, M Irshad…",2022,Frontiers in …,cyber security,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2022.927398/full,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2022.927398/full,pdf_failed,cyber security threats neverending challenge for ecommerce this study explores the challenge of cyber security threats that ecommerce technology and challenges and cyber security challenge is one of them cyber security concerns have
137,Defining cyber security and cyber security risk within a multidisciplinary context using expert elicitation,"… cyber security risk. We used this expert elicitation process to develop comprehensive definitions
of cyber security (cybersecurity) and cyber security … significant cyber security risk factors. …","MG Cains, L Flora, D Taber, Z King…",2022,Risk Analysis,cyber security,https://onlinelibrary.wiley.com/doi/pdf/10.1111/risa.13687,https://onlinelibrary.wiley.com/doi/abs/10.1111/risa.13687,pdf_failed,defining cyber security and cyber security risk within multidisciplinary context using expert elicitation cyber security risk we used this expert elicitation process to develop comprehensive definitions of cyber security cybersecurity and cyber security significant cyber security risk factors
138,"Study of smart grid cyber-security, examining architectures, communication networks, cyber-attacks, countermeasure techniques, and challenges","… the NIST cybersecurity framework in order to assure a reasonable level of cybersecurity. As
a … by covering all the steps of assuring security and not only concentrating on specific steps, …","B Achaal, M Adda, M Berger, H Ibrahim, A Awde",2024,Cybersecurity,cyber security,https://link.springer.com/article/10.1186/s42400-023-00200-w,https://link.springer.com/article/10.1186/s42400-023-00200-w,pdf_failed,study of smart grid cybersecurity examining architectures communication networks cyberattacks countermeasure techniques and challenges the nist cybersecurity framework in order to assure reasonable level of cybersecurity as by covering all the steps of assuring security and not only concentrating on specific steps
139,The role of cyber security in a digitalizing economy: a development perspective,"… , cyber security and information security are not the same thing. (Spremić, 2018) in an article
titled “Cyber security … the transition from information security to cyber security, primarily as a …","CI Erondu, UI Erondu",2023,… journal of research and innovation in …,cyber security,https://www.researchgate.net/profile/Udochukwu-Erondu/publication/376638912_The_Role_of_Cyber_security_in_a_Digitalizing_Economy_A_Development_Perspective/links/65a04ac640ce1c5902d79e9f/The-Role-of-Cyber-security-in-a-Digitalizing-Economy-A-Development-Perspective.pdf,https://www.researchgate.net/profile/Udochukwu-Erondu/publication/376638912_The_Role_of_Cyber_security_in_a_Digitalizing_Economy_A_Development_Perspective/links/65a04ac640ce1c5902d79e9f/The-Role-of-Cyber-security-in-a-Digitalizing-Economy-A-Development-Perspective.pdf,pdf_failed,the role of cyber security in digitalizing economy development perspective cyber security and information security are not the same thing spremi in an article titled cyber security the transition from information security to cyber security primarily as
140,When llms meet cybersecurity: A systematic literature review,"… the advancement in LLMs and its potential impact on enhancing cybersecurity practices.
We will delve into various cybersecurity tasks and applications to which LLMs are applicable, …","J Zhang, H Bu, H Wen, Y Liu, H Fei, R Xi, L Li, Y Yang…",2025,Cybersecurity,cyber security,https://link.springer.com/article/10.1186/s42400-025-00361-w,https://link.springer.com/article/10.1186/s42400-025-00361-w,pdf_failed,when llms meet cybersecurity systematic literature review the advancement in llms and its potential impact on enhancing cybersecurity practices we will delve into various cybersecurity tasks and applications to which llms are applicable
141,Evolution of the cyber security threat: an overview of the scale of cyber threat,"… technology security is another term that can be used interchangeably with cyber security. …
, rapid measures, and forward-looking perspectives about cyber security and cyber danger. …","T Fadziso, UR Thaduri, S Dekkati…",2023,Digitalization & …,cyber security,https://www.researchgate.net/profile/Harshith-Desamsetti/publication/374156044_Evolution_of_the_Cyber_Security_Threat_An_Overview_of_the_Scale_of_Cyber_Threat/links/67376e9da78ba469f062ac58/Evolution-of-the-Cyber-Security-Threat-An-Overview-of-the-Scale-of-Cyber-Threat.pdf,https://www.researchgate.net/profile/Harshith-Desamsetti/publication/374156044_Evolution_of_the_Cyber_Security_Threat_An_Overview_of_the_Scale_of_Cyber_Threat/links/67376e9da78ba469f062ac58/Evolution-of-the-Cyber-Security-Threat-An-Overview-of-the-Scale-of-Cyber-Threat.pdf,pdf_failed,evolution of the cyber security threat an overview of the scale of cyber threat technology security is another term that can be used interchangeably with cyber security rapid measures and forwardlooking perspectives about cyber security and cyber danger
142,Cyber security training for critical infrastructure protection: A literature review,"… In this study, we seek to establish the current state-of-the-art in cyber-security training
offerings for critical infrastructure protection and the key performance indicators (KPIs) that allow …","N Chowdhury, V Gkioulos",2021,Computer Science Review,cyber security,https://www.sciencedirect.com/science/article/pii/S1574013721000010,https://www.sciencedirect.com/science/article/pii/S1574013721000010,pdf_failed,cyber security training for critical infrastructure protection literature review in this study we seek to establish the current stateoftheart in cybersecurity training offerings for critical infrastructure protection and the key performance indicators kpis that allow
143,"Cyber security awareness, knowledge and behavior: A comparative study","… security. As rates of data usage and internet consumption continue to increase, cyber …
This study focuses on the relationships between cyber security awareness, knowledge and …","M Zwilling, G Klien, D Lesjak, Ł Wiechetek…",2022,Journal of Computer …,cyber security,https://www.researchgate.net/profile/Lukasz-Wiechetek/publication/339273589_Cyber_Security_Awareness_Knowledge_and_Behavior_A_Comparative_Study/links/5e46d7d9458515072d9db266/Cyber-Security-Awareness-Knowledge-and-Behavior-A-Comparative-Study.pdf,https://www.tandfonline.com/doi/abs/10.1080/08874417.2020.1712269,pdf_failed,cyber security awareness knowledge and behavior comparative study security as rates of data usage and internet consumption continue to increase cyber this study focuses on the relationships between cyber security awareness knowledge and
144,"Dynamic defenses in cyber security: Techniques, methods and challenges","… in cyber security. Specifically, we firstly introduce basic concepts and define dynamic defense
in cyber security. … open challenges and opportunities for dynamic defense in cyber security. …","Y Zheng, Z Li, X Xu, Q Zhao",2022,Digital Communications and Networks,cyber security,https://www.sciencedirect.com/science/article/pii/S235286482100047X,https://www.sciencedirect.com/science/article/pii/S235286482100047X,pdf_failed,dynamic defenses in cyber security techniques methods and challenges in cyber security specifically we firstly introduce basic concepts and define dynamic defense in cyber security open challenges and opportunities for dynamic defense in cyber security
145,Artificial intelligence predictions in cyber security: Analysis and early detection of cyber attacks,"… cyber security solutions by addressing the dynamic and constantly-evolving landscape of
cyber … to applied ML to Predictions Cyber Security of Early Detection of Cyber Attacks."" The aim …","MA Khalaf, A Steiti",2024,Babylonian Journal of Machine Learning,cyber security,https://mesopotamian.press/journals/index.php/BJML/article/download/381/275,https://mesopotamian.press/journals/index.php/BJML/article/view/381,pdf_downloaded,artificial intelligence predictions in cyber security analysis and early detection of cyber attacks cyber security solutions by addressing the dynamic and constantlyevolving landscape of cyber to applied ml to predictions cyber security of early detection of cyber attacks the aim
146,Strategic cybersecurity,"… cybersecurity strategies, promoting a robust cyber … cyber threats, bolstering their global
cybersecurity stature and ensuring the protection of national and international digital security …","S AlDaajeh, S Alrabaee",2024,Computers & Security,cyber security,,https://www.sciencedirect.com/science/article/pii/S0167404824001469,no_pdf,strategic cybersecurity cybersecurity strategies promoting robust cyber cyber threats bolstering their global cybersecurity stature and ensuring the protection of national and international digital security
147,"Uniting cyber security and machine learning: Advantages, challenges and future research","… to the machine learning models, improves the performance of the cyber security … cyber
security and ML. We also discuss the advantages, issues and challenges of uniting cyber security …","M Wazid, AK Das, V Chamola, Y Park",2022,ICT express,cyber security,https://www.sciencedirect.com/science/article/pii/S2405959522000637,https://www.sciencedirect.com/science/article/pii/S2405959522000637,pdf_failed,uniting cyber security and machine learning advantages challenges and future research to the machine learning models improves the performance of the cyber security cyber security and ml we also discuss the advantages issues and challenges of uniting cyber security
148,Cyber security threats on digital banking,"… the problem of security in internet banking … cyber security, which is usually unknown to
most people [8]. This problem is also important since this is associated with the financial security …","HM Alzoubi, TM Ghazal, MK Hasan…",2022,… AI in Cybersecurity …,cyber security,,https://ieeexplore.ieee.org/abstract/document/9896966/,no_pdf,cyber security threats on digital banking the problem of security in internet banking cyber security which is usually unknown to most people this problem is also important since this is associated with the financial security
149,Cyber security and the Leviathan,"… and of cyber security in Western society. Our findings indicate that cyber security within these
… We conclude by suggesting implications for cyber-security practitioners, in particular, the …",J Da Silva,2022,Computers & security,cyber security,https://www.sciencedirect.com/science/article/pii/S0167404822000724,https://www.sciencedirect.com/science/article/pii/S0167404822000724,pdf_failed,cyber security and the leviathan and of cyber security in western society our findings indicate that cyber security within these we conclude by suggesting implications for cybersecurity practitioners in particular the
150,Artificial intelligence in the cyber security environment,"… comprehend network safety or areas of cyber security issues. … to foresee and distinguish
data security dangers and failures. … Cyber security Digital protection measures are related with …",J Jain,2021,… intelligence and data mining approaches in security …,cyber security,https://jyx.jyu.fi/bitstreams/eff2d367-a1e7-4ff8-97c1-a50405e99277/download,https://onlinelibrary.wiley.com/doi/abs/10.1002/9781119760429.ch6,pdf_downloaded,artificial intelligence in the cyber security environment comprehend network safety or areas of cyber security issues to foresee and distinguish data security dangers and failures cyber security digital protection measures are related with
151,"Marketing research on Mobile apps: past, present and future","… research on mobile apps, clarifying and expanding what is known around how apps shape
… competitive advantage, via apps (in instances of apps attached to an existing brand) and for …","L Stocchi, N Pourazad, N Michaelidou…",2022,Journal of the Academy …,mobile application,https://pmc.ncbi.nlm.nih.gov/articles/PMC8575161/pdf/11747_2021_Article_815.pdf,https://link.springer.com/article/10.1007/s11747-021-00815-w,pdf_failed,marketing research on mobile apps past present and future research on mobile apps clarifying and expanding what is known around how apps shape competitive advantage via apps in instances of apps attached to an existing brand and for
152,A survey of performance optimization for mobile applications,"… Finally, we explain how the function and performance of mobile applications can affect
users. 2.1 Mobile Devices Mobile devices are embedded systems that consist of hardware and …","M Hort, M Kechagia, F Sarro…",2021,IEEE Transactions on …,mobile application,https://discovery.ucl.ac.uk/id/eprint/10126540/1/09397392.pdf,https://ieeexplore.ieee.org/abstract/document/9397392/,pdf_downloaded,survey of performance optimization for mobile applications finally we explain how the function and performance of mobile applications can affect users mobile devices mobile devices are embedded systems that consist of hardware and
168,What works best to engage participants in mobile app interventions and e-health: a scoping review,"… articles that featured the terms engagement, mobile app/mobile health, and adult. After
applying … the shift toward mobile interventions and the benefits of using mobile apps, this review …","I Oakley-Girvan, R Yunis…",2022,Telemedicine and e …,mobile application,https://journals.sagepub.com/doi/pdf/10.1089/tmj.2021.0176,https://journals.sagepub.com/doi/abs/10.1089/tmj.2021.0176,pdf_failed,what works best to engage participants in mobile app interventions and ehealth scoping review articles that featured the terms engagement mobile appmobile health and adult after applying the shift toward mobile interventions and the benefits of using mobile apps this review
153,Why people choose Apps: An evaluation of the ecology and user experience of mobile applications,"… mobile applications. Seventy-nine respondents completed a questionnaire recording their
top four favourite applications, the … They also reported up to four abandoned Apps, with any …","O Al-Shamaileh, A Sutcliffe",2023,International Journal of Human-Computer …,mobile application,https://www.sciencedirect.com/science/article/pii/S1071581922001835,https://www.sciencedirect.com/science/article/pii/S1071581922001835,pdf_failed,why people choose apps an evaluation of the ecology and user experience of mobile applications mobile applications seventynine respondents completed questionnaire recording their top four favourite applications the they also reported up to four abandoned apps with any
154,A study of mobile app use for teaching and research in higher education,"… discusses mobile app use as opposed to mobile … mobile app use in academia, we identify
library studies that have been conducted on the selection, use or development of mobile apps (…","A Hinze, N Vanderschantz, C Timpany…",2023,"Technology, Knowledge …",mobile application,https://link.springer.com/article/10.1007/s10758-022-09599-6,https://link.springer.com/article/10.1007/s10758-022-09599-6,pdf_failed,study of mobile app use for teaching and research in higher education discusses mobile app use as opposed to mobile mobile app use in academia we identify library studies that have been conducted on the selection use or development of mobile apps
155,Ethical issues of the use of AI-driven mobile apps for education,"… issues related to the use of AI-driven mobile apps in education, as well as to list some of the
… stakeholders when using AI-driven mobile technologies in education with special attention …","B Klimova, M Pikhart, J Kacetl",2023,Frontiers in public health,mobile application,https://www.frontiersin.org/journals/public-health/articles/10.3389/fpubh.2022.1118116/full,https://www.frontiersin.org/journals/public-health/articles/10.3389/fpubh.2022.1118116/full,pdf_failed,ethical issues of the use of aidriven mobile apps for education issues related to the use of aidriven mobile apps in education as well as to list some of the stakeholders when using aidriven mobile technologies in education with special attention
156,Design guidelines of mobile apps for older adults: systematic review and thematic analysis,"… on a specific mobile app and were … mobile apps and how to better design such apps with
these users in mind. Conclusions: The compiled guidelines support the design of mobile apps …","M Gomez-Hernandez, X Ferre, C Moral…",2023,JMIR mHealth and …,mobile application,https://mhealth.jmir.org/2023/1/e43186,https://mhealth.jmir.org/2023/1/e43186,pdf_failed,design guidelines of mobile apps for older adults systematic review and thematic analysis on specific mobile app and were mobile apps and how to better design such apps with these users in mind conclusions the compiled guidelines support the design of mobile apps
